rowname,LMK Key,Local authority code,Property Type,Transaction Type,Tenure,Walls Description,Roof Description,Walls Energy Efficiency,Roof Energy Efficiency,Main Heat Description,Main Heat Energy Efficiency,Main Heat Environmental Efficiency,Main Fuel,Solar Water Heating,Construction Age Band,Current Energy Rating,Potential Energy Rating,CO2 Emissions Current,CO2 Emissions Potential,CO2 EMissions Current per floor area,Number of Habitable Rooms,Number of Heated Rooms,Photovoltaic Supply,Total Floor Area,Building Refernce number,Built Form,LSOA Code,MSOA Code,Latitude,Longitude,Index of Multiple Deprivation,Number of Properties (LSOA),Owned (LSOA),Social Rented (LSOA),Private Rented (LSOA),Date,Year,Month,IMD Decile,Nominal Construction Date,Local Authority,geo_point_2d
58525,1684373871752019032509372498089865,E06000023,Park home,FiT application,Owner occupied,"Park home wall, as built","Pitched, insulated (assumed)",Good,Good,"Room heaters, electric",Very Poor,Poor,electricity (not community),N,England and Wales: 2007 onwards,E,D,5.9,6.2,54,7,7,,108,8537181678,Detached,E01014605,E02003012,51.51189,-2.619193,1697,835,237,473,120,2019-03-25,2019,3,1,2007,"Bristol, City of","51.51189, -2.619193"
281920,776a1d920c1a12efe152114acc462826be7ffcb0b6343905f085ac61c2fb843f,E06000025,Park home,RHI application,Owner occupied,"Park home wall, as built","Flat, insulated (assumed)",Good,Good,"Room heaters, dual fuel (mineral and wood)",Poor,Average,dual fuel - mineral + wood,N,England and Wales: 2007-2011,E,E,4.0,3.8,61,2,1,0,65,10000778435,Detached,E01014865,E02003113,51.42515,-2.43015,19576,891,626,148,111,2020-12-01,2020,12,6,2009,South Gloucestershire,"51.42515, -2.43015"
206578,baf4da93ee025a6eec9d37cbb76ad4661c9eceecf20e36d3eb1cbf1aa62a1969,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, as built","Pitched, no insulation (assumed)",Good,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,D,D,2.2,2.1,59,3,3,0,37,10002686004,Detached,E01014904,E02003107,51.50827,-2.558583,12612,643,380,109,144,2022-06-17,2022,6,4,1979,South Gloucestershire,"51.50827, -2.558583"
206581,18f58b47dfeed8d7aed3ab1cd6c3e017ec6238cf9d58f2011147d65058dcba45,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, as built","Pitched, no insulation (assumed)",Good,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,D,D,2.7,2.5,58,2,2,0,46,10002622793,Detached,E01014904,E02003107,51.50827,-2.558583,12612,643,380,109,144,2022-05-20,2022,5,4,1979,South Gloucestershire,"51.50827, -2.558583"
206583,7c246e78fd909567c20ac5c2a08738a3c3ca5a7d960f00d5685798860dcc2626,E06000025,Park home,marketed sale,Owner occupied,"Park home wall, with external insulation","Pitched, no insulation (assumed)",Good,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,D,D,1.8,1.7,67,2,2,0,27,10002204722,Detached,E01014904,E02003107,51.50827,-2.558583,12612,643,380,109,144,2022-02-22,2022,2,4,1979,South Gloucestershire,"51.50827, -2.558583"
206585,6d2715d2400e4b7880131ceea53e974f8a2e19e7d447e5541c03f4bfa9237bf4,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, as built","Pitched, no insulation (assumed)",Good,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,E,D,2.7,2.4,75,2,2,0,36,10002182226,Detached,E01014904,E02003107,51.50827,-2.558583,12612,643,380,109,144,2022-04-06,2022,4,4,1979,South Gloucestershire,"51.50827, -2.558583"
206758,38fe26aeee75f320109105ff509416c09c35c2a62b99376761b066a573b52527,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, no insulation (assumed)",Good,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,D,D,3.3,2.9,52,3,3,0,63,10002099308,Detached,E01014904,E02003107,51.50927,-2.55989,12612,643,380,109,144,2022-02-22,2022,2,4,1979,South Gloucestershire,"51.50927, -2.55989"
206759,2829ce246169ad28d3eab745fa79be0d6a5a237c7c221b38b19168be835b2439,E06000025,Park home,non marketed sale,Owner occupied,"Park home wall, as built","Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,F,D,6.6,3.3,94,3,3,0,70,10000025186,Detached,E01014904,E02003107,51.50927,-2.55989,12612,643,380,109,144,2021-03-01,2021,3,4,1979,South Gloucestershire,"51.50927, -2.55989"
206766,a51e626061616c2d2b8be64942315cd7134d30cee4b02e1184fc6dea472444c1,E06000025,Park home,non marketed sale,Owner occupied,"Park home wall, as built","Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,E,D,4.9,2.9,76,3,3,0,65,10000717594,Detached,E01014904,E02003107,51.50927,-2.55989,12612,643,380,109,144,2021-03-02,2021,3,4,1979,South Gloucestershire,"51.50927, -2.55989"
206769,7229c5be5e188cf7ce3155ba3af310ab6a75629c3732f2e5443fc3433e35f329,E06000025,Park home,ECO assessment,Owner occupied,"Park home wall, as built","Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,E,D,3.2,2.2,86,2,2,0,37,10001212454,Detached,E01014904,E02003107,51.50927,-2.55989,12612,643,380,109,144,2021-04-01,2021,4,4,1979,South Gloucestershire,"51.50927, -2.55989"
206776,9ae3f1af4127073db9414d1de78fc91f956ef651a9f56c18995c5d86bb4e235f,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, no insulation (assumed)",Good,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,D,D,3.5,3.2,48,3,3,0,73,10002399505,Detached,E01014904,E02003107,51.50997,-2.559928,12612,643,380,109,144,2022-02-22,2022,2,4,1979,South Gloucestershire,"51.50997, -2.559928"
206778,77d887ada24d546e85b14ff4ce49c1e9d47d2f783418859f4915ee543943fbaa,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, as built","Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,E,D,3.2,2.3,78,2,2,0,41,10002002659,Detached,E01014904,E02003107,51.50997,-2.559928,12612,643,380,109,144,2022-03-17,2022,3,4,1979,South Gloucestershire,"51.50997, -2.559928"
206779,03c1561e1ee5b8c9603fab6d1f9bc405779920e8cccc78268c1947136a243f97,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, as built","Pitched, no insulation (assumed)",Good,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,D,D,3.6,3.3,48,4,4,0,74,10002480448,Detached,E01014904,E02003107,51.50997,-2.559928,12612,643,380,109,144,2022-05-20,2022,5,4,1979,South Gloucestershire,"51.50997, -2.559928"
206780,6c132e4c0f08e9dbba8239794e94a3dc3c6346cffba6a0ed1cc3749d87d425ee,E06000025,Park home,non marketed sale,Owner occupied,"Park home wall, as built","Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,F,D,5.8,3.5,96,3,3,0,60,10000708090,Detached,E01014904,E02003107,51.50997,-2.559928,12612,643,380,109,144,2021-03-02,2021,3,4,1979,South Gloucestershire,"51.50997, -2.559928"
206781,b717dfeec97f16605b5df9cb807f175acbdd8742bd65426432c6c2015441e890,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, as built","Pitched, no insulation (assumed)",Good,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,D,D,4.2,3.9,53,4,4,0,80,10002332708,Detached,E01014904,E02003107,51.50997,-2.559928,12612,643,380,109,144,2022-05-05,2022,5,4,1979,South Gloucestershire,"51.50997, -2.559928"
206784,69cac442c9ba3f80aed2df9b117e053bd47e39ad31b1db9e616b489af2a32b93,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, as built","Pitched, no insulation (assumed)",Good,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,D,D,2.5,1.9,62,3,3,0,40,10002266842,Detached,E01014904,E02003107,51.50901,-2.558721,12612,643,380,109,144,2022-03-23,2022,3,4,1979,South Gloucestershire,"51.50901, -2.558721"
334736,da033eae4681a595d37dcfc34f88c67b3b066653f0af87fe2eee5437530fe897,E06000024,Park home,marketed sale,Owner occupied,"Park home wall, as built","Pitched, 150 mm loft insulation",Average,Good,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,D,C,2.4,1.8,43,3,3,0,57,10003083843,Detached,E01035212,E02003070,51.47914,-2.726173,31060,689,579,43,65,2022-08-31,2022,8,10,1999,North Somerset,"51.47914, -2.726173"
335543,78450a0eed774d66763d8d5f0f6a1204c571aac22120d0c51e9ddf50c9f699d5,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, 200 mm loft insulation",Good,Good,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1996-2002,D,D,1.8,1.8,36,3,3,0,49,10002708626,Detached,E01014744,E02003087,51.33284,-2.886693,20039,672,588,10,73,2022-06-26,2022,6,7,1999,North Somerset,"51.33284, -2.886693"
335544,d480782eaa58d65ae21d8dafce0fffd866720ffad36a5ed22a269f952d2dea3f,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, as built","Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, oil",Average,Average,oil (not community),N,England and Wales: 1976-1982,E,D,4.6,3.7,77,3,3,0,59,10002624734,Detached,E01014744,E02003087,51.33284,-2.886693,20039,672,588,10,73,2022-06-26,2022,6,7,1979,North Somerset,"51.33284, -2.886693"
335545,9e18ec9cea85aec7902c9c1def4e036043422c80184383b77073ad7514ba6c66,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, 75 mm loft insulation",Average,Average,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1996-2002,E,E,2.7,2.4,59,2,2,0,45,10002600051,Detached,E01014744,E02003087,51.33284,-2.886693,20039,672,588,10,73,2022-07-21,2022,7,7,1999,North Somerset,"51.33284, -2.886693"
335547,2f498ec3dd03c37ca68c055bb3ece991d74dc5b8549d9b6d7a87546e47d6a057,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, insulated (assumed)",Good,Average,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1996-2002,E,D,1.9,1.7,44,3,3,0,44,10002545528,Detached,E01014744,E02003087,51.33284,-2.886693,20039,672,588,10,73,2022-05-08,2022,5,7,1999,North Somerset,"51.33284, -2.886693"
335548,964f2a58072b2cb40c21f54c7b2f5ff33c23c31b7bbff261509e23c5f626ad78,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, as built","Pitched, limited insulation (assumed)",Poor,Poor,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1983-1990,E,D,2.2,1.8,56,3,3,0,40,10002836783,Detached,E01014744,E02003087,51.33284,-2.886693,20039,672,588,10,73,2022-06-26,2022,6,7,1986,North Somerset,"51.33284, -2.886693"
335550,7dcd0f8a3a147c15414588b62d6efbb003329dcce56f67b7a011b4db774c7073,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, 100 mm loft insulation",Good,Average,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1996-2002,E,D,2.5,2.3,36,3,3,0,71,10002543236,Detached,E01014744,E02003087,51.33211,-2.886659,20039,672,588,10,73,2022-05-10,2022,5,7,1999,North Somerset,"51.33211, -2.886659"
335551,8cccefe8cbbf79cb8dd7e80f281fee1915364e7296934956c3e66351a99e1d8f,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, insulated (assumed)",Good,Average,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1996-2002,E,D,2.1,1.5,55,3,3,0,38,10002663277,Detached,E01014744,E02003087,51.33211,-2.886659,20039,672,588,10,73,2022-05-08,2022,5,7,1999,North Somerset,"51.33211, -2.886659"
335556,391e59733430a8dcbb404b0b673a512aab52d373a864eb3194f03510de028a3c,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, no insulation (assumed)",Good,Very Poor,"Boiler and radiators, oil",Average,Average,oil (not community),N,England and Wales: 1976-1982,D,D,3.8,3.8,67,3,3,0,56,10002816614,Detached,E01014744,E02003087,51.33229,-2.886223,20039,672,588,10,73,2022-06-26,2022,6,7,1979,North Somerset,"51.33229, -2.886223"
335558,8b7292a2d92e39a5536c6c5d917c28468b163a882ea7bdf4d8d4dc060a2d4279,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, limited insulation (assumed)",Good,Poor,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1983-1990,E,D,1.8,1.5,48,3,3,0,37,10002553334,Detached,E01014744,E02003087,51.33229,-2.886223,20039,672,588,10,73,2022-06-09,2022,6,7,1986,North Somerset,"51.33229, -2.886223"
335559,e6bd86768b6f7d95fbb8220a4f308bcc0e5b9eb43123ee6d574d911b79d0c48e,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, limited insulation (assumed)",Good,Poor,"Boiler and radiators, oil",Average,Average,oil (not community),N,England and Wales: 1983-1990,D,D,2.5,2.4,61,3,3,0,41,10002596036,Detached,E01014744,E02003087,51.33229,-2.886223,20039,672,588,10,73,2022-05-10,2022,5,7,1986,North Somerset,"51.33229, -2.886223"
335592,06add0710cffc2af7c14b646d4c45cc05491cbefa170e70a46ab1bc05b6722ce,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, no insulation (assumed)",Good,Very Poor,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1976-1982,F,E,3.0,2.9,54,3,3,0,56,10002768138,Detached,E01014744,E02003087,51.33237,-2.885291,20039,672,588,10,73,2022-05-13,2022,5,7,1979,North Somerset,"51.33237, -2.885291"
335594,1a21c469fe95e84f7e65ccbb1756aabd269d473773770108c62bf7b63b4b5497,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, no insulation (assumed)",Good,Very Poor,"Boiler and radiators, oil",Average,Average,oil (not community),N,England and Wales: 1976-1982,E,D,4.8,3.7,74,4,4,0,65,10002700448,Detached,E01014744,E02003087,51.33237,-2.885291,20039,672,588,10,73,2022-05-13,2022,5,7,1979,North Somerset,"51.33237, -2.885291"
335597,2caf28b62727e4f1a6384887aa1c1c39f299c7b6d880dc944479fd1d0024db15,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, no insulation (assumed)",Good,Very Poor,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1976-1982,F,E,2.8,2.5,62,3,3,0,45,10002698092,Detached,E01014744,E02003087,51.33237,-2.885291,20039,672,588,10,73,2022-06-26,2022,6,7,1979,North Somerset,"51.33237, -2.885291"
335605,ad453de4413c9528171b2d44b577a959d69cfd214a3a83e4182603bb8eadf1c3,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, limited insulation (assumed)",Good,Poor,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1983-1990,E,D,1.9,1.7,42,3,3,0,46,10002745132,Detached,E01014744,E02003087,51.33163,-2.886176,20039,672,588,10,73,2022-06-09,2022,6,7,1986,North Somerset,"51.33163, -2.886176"
242194,0b44b0282ee1329cb416775ef6b80a6db2a6e4c1544deacf4688e2226bcdbcc2,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, as built","Pitched, limited insulation (assumed)",Very Good,Poor,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1983-1990,E,E,2.4,2.3,42,3,3,0,57,10004614736,Detached,E01014994,E02003108,51.51805,-2.462788,15881,802,639,72,81,2023-07-06,2023,7,5,1986,South Gloucestershire,"51.51805, -2.462788"
339321,0228014931f57c7a901206da38285a47ca68f0595d1225f85779356180a21c3a,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, 75 mm loft insulation",Good,Average,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1996-2002,E,D,3.0,2.1,46,3,3,0,65,10002671352,Detached,E01014744,E02003087,51.33197,-2.887236,20039,672,588,10,73,2022-06-09,2022,6,7,1999,North Somerset,"51.33197, -2.887236"
335533,1c18e970a3e952440082b6ba1037e1e6264ff6823df31cea2bfa2cbef8267947,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, 75 mm loft insulation",Average,Average,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1996-2002,E,E,3.0,2.7,47,3,3,0,63,10002638913,Detached,E01014744,E02003087,51.33212,-2.888051,20039,672,588,10,73,2022-06-09,2022,6,7,1999,North Somerset,"51.33212, -2.888051"
335546,51085e31ac6ad1826ca89837144c862fbcc217df5183b3663aa26551a1b98633,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, as built","Pitched, insulated (assumed)",Good,Good,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 2007-2011,E,E,2.4,2.3,47,3,3,0,51,10002561895,Detached,E01014744,E02003087,51.33284,-2.886693,20039,672,588,10,73,2022-06-26,2022,6,7,2009,North Somerset,"51.33284, -2.886693"
335593,493aa8cee837c08b2297a2c3141f019294dfe8e282fe558292d4d1c07c20aefd,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, no insulation (assumed)",Good,Very Poor,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1976-1982,E,E,2.0,2.0,62,2,2,0,32,10002860122,Detached,E01014744,E02003087,51.33237,-2.885291,20039,672,588,10,73,2022-06-26,2022,6,7,1979,North Somerset,"51.33237, -2.885291"
335604,d10018e56b0c34026d01dea790e53fae52a56b855313d89280bdbd1bffdca01a,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, 100 mm loft insulation",Good,Average,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1996-2002,E,D,2.2,2.0,39,3,3,0,57,10002540901,Detached,E01014744,E02003087,51.33163,-2.886176,20039,672,588,10,73,2022-05-13,2022,5,7,1999,North Somerset,"51.33163, -2.886176"
335608,6dbb4aba26485075c98a75c5339bd25e7d227bf5f4a9f1794b6614e9d3f307c5,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, insulated (assumed)",Good,Average,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1996-2002,E,D,2.0,1.9,42,3,3,0,47,10002642734,Detached,E01014744,E02003087,51.33163,-2.886176,20039,672,588,10,73,2022-05-08,2022,5,7,1999,North Somerset,"51.33163, -2.886176"
335609,67b537f6941729f1344b53e13dd4a58f1f119437ad494d1f756944fcd44e93a1,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, as built","Pitched, limited insulation (assumed)",Poor,Poor,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1983-1990,E,E,2.5,2.0,50,3,3,0,50,10002631813,Detached,E01014744,E02003087,51.33163,-2.886176,20039,672,588,10,73,2022-06-09,2022,6,7,1986,North Somerset,"51.33163, -2.886176"
339322,5fee30f179b2f67a40ac12fe8c41713b0b9dee1d29f8493748866f1e261ca1cb,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, insulated (assumed)",Average,Average,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1996-2002,E,E,2.6,2.0,56,3,3,0,47,10002920550,Detached,E01014744,E02003087,51.33197,-2.887236,20039,672,588,10,73,2022-05-10,2022,5,7,1999,North Somerset,"51.33197, -2.887236"
339994,3723561ed7893128e5ca97fb1d023be44b9f4a98b9403f50241887b7df0a1720,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, insulated (assumed)",Good,Average,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1996-2002,E,D,2.2,1.8,47,3,3,0,47,10002718005,Detached,E01014744,E02003087,51.33212,-2.888051,20039,672,588,10,73,2022-05-08,2022,5,7,1999,North Somerset,"51.33212, -2.888051"
340517,1a7c0a7f09baae91e5ac77a75f2372cc9db03913ba8cada4a8e7dbe22eb3eca3,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, insulated (assumed)",Good,Average,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1996-2002,D,D,1.8,1.8,39,3,3,0,47,10002796045,Detached,E01014744,E02003087,51.33212,-2.888051,20039,672,588,10,73,2022-05-10,2022,5,7,1999,North Somerset,"51.33212, -2.888051"
335532,c5c3b54765ffcf29df6672d0cc235d4edd98940e5eb53e3780eb810e33af29d2,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, no insulation (assumed)",Good,Very Poor,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1976-1982,F,E,3.7,3.3,57,4,4,0,66,10002806769,Detached,E01014744,E02003087,51.33212,-2.888051,20039,672,588,10,73,2022-06-09,2022,6,7,1979,North Somerset,"51.33212, -2.888051"
335542,1c6958c4948e41112536b684be25c0dad2b62cc185cca19e8e250e7de561baf4,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, limited insulation (assumed)",Good,Poor,"Boiler and radiators, LPG",Very Poor,Average,LPG (not community),N,England and Wales: 1983-1990,F,D,2.4,1.5,74,3,3,0,32,10002624827,Detached,E01014744,E02003087,51.33212,-2.888051,20039,672,588,10,73,2022-06-26,2022,6,7,1986,North Somerset,"51.33212, -2.888051"
335549,751a6436e4ff147ddbb40c2d87a2a525ff1341146411e73da7d1f384b26b36c8,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, insulated (assumed)",Good,Average,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1996-2002,E,D,2.0,1.7,43,3,3,0,47,10002544546,Detached,E01014744,E02003087,51.33284,-2.886693,20039,672,588,10,73,2022-05-10,2022,5,7,1999,North Somerset,"51.33284, -2.886693"
335552,851356b26af3608ffca987ac9a35a63fd2af46e0e7355c8930ed9fa48e98a6b4,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, insulated (assumed)",Good,Average,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1996-2002,E,D,1.9,1.6,53,2,2,0,36,10002626103,Detached,E01014744,E02003087,51.33211,-2.886659,20039,672,588,10,73,2022-05-08,2022,5,7,1999,North Somerset,"51.33211, -2.886659"
335553,3068602b4ab364b31184de8d8ec4206a1e33037072b9b97addc13265e2016e37,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, no insulation (assumed)",Good,Very Poor,"Boiler and radiators, oil",Average,Average,oil (not community),N,England and Wales: 1976-1982,E,D,4.6,3.5,86,3,3,0,54,10002696444,Detached,E01014744,E02003087,51.33211,-2.886659,20039,672,588,10,73,2022-06-09,2022,6,7,1979,North Somerset,"51.33211, -2.886659"
335554,a6f326a8e31696317c89b7eeee7d1f5d7094d9131a54ec3a98394d98e5cdc31f,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, no insulation (assumed)",Good,Very Poor,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1976-1982,E,E,2.1,2.0,61,2,2,0,33,10002547992,Detached,E01014744,E02003087,51.33229,-2.886223,20039,672,588,10,73,2022-05-13,2022,5,7,1979,North Somerset,"51.33229, -2.886223"
335555,13edb4c39ae7d7c769b954ea5343dfda0d140ae587f2346dddd9a6c0a1a21bc0,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, insulated (assumed)",Good,Average,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1996-2002,D,D,1.5,1.5,39,3,3,0,38,10002676838,Detached,E01014744,E02003087,51.33229,-2.886223,20039,672,588,10,73,2022-06-26,2022,6,7,1999,North Somerset,"51.33229, -2.886223"
335557,a111de9384fdbb3eb5cdef41bdd84380c9d4286db5e3ad7007f719b4b92a5ad9,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, no insulation (assumed)",Good,Very Poor,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1976-1982,E,E,2.8,2.7,50,3,3,0,57,10002921712,Detached,E01014744,E02003087,51.33229,-2.886223,20039,672,588,10,73,2022-06-26,2022,6,7,1979,North Somerset,"51.33229, -2.886223"
335595,b02d9b3df3e0311e1fade04b2e49ab6f817839ae00a4b746634d7d3baaf743bd,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, as built","Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1976-1982,F,E,3.5,2.3,90,2,2,0,39,10002558168,Detached,E01014744,E02003087,51.33237,-2.885291,20039,672,588,10,73,2022-05-10,2022,5,7,1979,North Somerset,"51.33237, -2.885291"
335596,139cdb3951b3a58adb12bd7d3d75d9e874689e82b5eff4d6bc1fa77b62379ca1,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, no insulation (assumed)",Good,Very Poor,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1976-1982,E,E,3.0,3.0,51,3,3,0,59,10002663701,Detached,E01014744,E02003087,51.33237,-2.885291,20039,672,588,10,73,2022-05-13,2022,5,7,1979,North Somerset,"51.33237, -2.885291"
335599,a23c1dba9e33df738462f17b63af04e9ea9d4438759f3578309cc524153485fe,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, insulated (assumed)",Good,Average,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1996-2002,D,D,1.7,1.6,44,3,3,0,39,10002808665,Detached,E01014744,E02003087,51.33237,-2.885291,20039,672,588,10,73,2022-05-10,2022,5,7,1999,North Somerset,"51.33237, -2.885291"
335606,38792472452781f5de2dfe24e4c875d3d3abfde8f35c11a7f93f9a1e49eadac0,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, no insulation (assumed)",Good,Very Poor,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1976-1982,E,E,3.0,2.9,46,4,4,0,65,10002578514,Detached,E01014744,E02003087,51.33163,-2.886176,20039,672,588,10,73,2022-06-26,2022,6,7,1979,North Somerset,"51.33163, -2.886176"
335607,69222bcd4c015617cbed9be783a5d448814e4a552f3b8a2b610b208e60e7c395,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1976-1982,F,F,2.5,2.4,78,2,2,0,32,10002606908,Detached,E01014744,E02003087,51.33163,-2.886176,20039,672,588,10,73,2022-06-26,2022,6,7,1979,North Somerset,"51.33163, -2.886176"
