rowname,LMK Key,Local authority code,Property Type,Transaction Type,Tenure,Walls Description,Roof Description,Walls Energy Efficiency,Roof Energy Efficiency,Main Heat Description,Main Heat Energy Efficiency,Main Heat Environmental Efficiency,Main Fuel,Solar Water Heating,Construction Age Band,Current Energy Rating,Potential Energy Rating,CO2 Emissions Current,CO2 Emissions Potential,CO2 EMissions Current per floor area,Number of Habitable Rooms,Number of Heated Rooms,Photovoltaic Supply,Total Floor Area,Building Refernce number,Built Form,LSOA Code,MSOA Code,Latitude,Longitude,Index of Multiple Deprivation,Number of Properties (LSOA),Owned (LSOA),Social Rented (LSOA),Private Rented (LSOA),Date,Year,Month,IMD Decile,Nominal Construction Date,Local Authority,geo_point_2d
206787,3a8bfd236d2682a952549251a0dab5e446f091de397e70d537acc49d4c592ca4,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, no insulation (assumed)",Good,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,E,D,5.1,2.6,88,3,3,0,58,10001096649,Detached,E01014904,E02003107,51.50901,-2.558721,12612,643,380,109,144,2021-12-23,2021,12,4,1979,South Gloucestershire,"51.50901, -2.558721"
206788,b9a585119656f2f35e1a62498a79eba7ed9ebeb68bf31703c79390e0e6845460,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, as built","Pitched, no insulation (assumed)",Good,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,D,D,2.4,2.2,62,3,3,0,40,10002253724,Detached,E01014904,E02003107,51.50901,-2.558721,12612,643,380,109,144,2022-05-04,2022,5,4,1979,South Gloucestershire,"51.50901, -2.558721"
206790,ab3d135dad2a4dfafc2a8c72985e4fe9b34315e7c266c7ddd1855869c75de013,E06000025,Park home,non marketed sale,Owner occupied,"Park home wall, as built","Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,E,D,3.1,2.0,90,2,2,0,34,10000360185,Detached,E01014904,E02003107,51.50901,-2.558721,12612,643,380,109,144,2021-03-02,2021,3,4,1979,South Gloucestershire,"51.50901, -2.558721"
206793,bfb4159c92911fc2781a8e165a7f2dab691182946e3f0d31d20a5de047332e11,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, no insulation (assumed)",Good,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,E,D,4.2,2.9,74,3,3,0,57,10002338300,Detached,E01014904,E02003107,51.50901,-2.558721,12612,643,380,109,144,2022-02-22,2022,2,4,1979,South Gloucestershire,"51.50901, -2.558721"
206794,bde528025aa2d8e31eef0d6d0a199a6424cf5615115d912cfc79ecfe086ecd1e,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, as built","Pitched, limited insulation (assumed)",Good,Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1983-1990,C,C,2.1,2.0,38,4,4,0,56,10002268491,Detached,E01014904,E02003107,51.50901,-2.558721,12612,643,380,109,144,2022-02-28,2022,2,4,1986,South Gloucestershire,"51.50901, -2.558721"
201280,1605950770552018020708481492080651,E06000025,Park home,marketed sale,Owner occupied,"Park home wall, as built","Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1996-2002,F,D,3.0,1.9,49,4,4,,61,6186026578,Detached,E01014861,E02003094,51.51564,-2.65255,14305,958,715,117,108,2018-02-07,2018,2,5,1999,South Gloucestershire,"51.51564, -2.65255"
206579,3daed38413b1dbea964f9865ebdef98c7c35f903d7c6d9ada13c4663abc5cb06,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, as built","Pitched, no insulation (assumed)",Good,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,D,D,3.0,2.6,70,2,2,0,43,10002585901,Detached,E01014904,E02003107,51.50827,-2.558583,12612,643,380,109,144,2022-04-07,2022,4,4,1979,South Gloucestershire,"51.50827, -2.558583"
206580,4a51f35e363da60c90ba3f6aa89a224aaa5821951e3f8dda5441e4cd55e09017,E06000025,Park home,ECO assessment,Owner occupied,"Park home wall, as built","Flat, insulated (assumed)",Very Good,Average,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,C,C,1.7,1.7,38,3,3,0,46,10002597544,Detached,E01014904,E02003107,51.50827,-2.558583,12612,643,380,109,144,2022-06-08,2022,6,4,1999,South Gloucestershire,"51.50827, -2.558583"
206587,79cf9cd948cd2ff0272985bd057a61a3efe37b8d6cfdca45d98a0f2ef922fad0,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, limited insulation (assumed)",Good,Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1983-1990,D,C,1.5,1.4,53,2,2,0,28,10002163270,Detached,E01014904,E02003107,51.50827,-2.558583,12612,643,380,109,144,2022-03-15,2022,3,4,1986,South Gloucestershire,"51.50827, -2.558583"
206757,fd150bc89ff5f7b96cfad6d676d4e26192e66e01c0430b1252cfac931b0daa70,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, insulated (assumed)",Good,Average,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,D,C,2.5,2.3,37,3,3,0,67,10002238662,Detached,E01014904,E02003107,51.50901,-2.558721,12612,643,380,109,144,2022-03-15,2022,3,4,1999,South Gloucestershire,"51.50901, -2.558721"
206761,f05fef5c10a644dde52156a74c04102204f0c0308b207994a38dd83864357929,E06000025,Park home,ECO assessment,Owner occupied,"Park home wall, as built","Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,E,D,3.9,2.7,69,3,3,0,56,10000902969,Detached,E01014904,E02003107,51.50927,-2.55989,12612,643,380,109,144,2021-04-01,2021,4,4,1979,South Gloucestershire,"51.50927, -2.55989"
206762,b2e4bdf42bbf204fafa8ae6aaf86f376cc86076f1ef2c5a2feca732494d6880e,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, limited insulation (assumed)",Good,Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1983-1990,D,D,2.3,2.2,41,4,4,0,57,10002559633,Detached,E01014904,E02003107,51.50927,-2.55989,12612,643,380,109,144,2022-04-04,2022,4,4,1986,South Gloucestershire,"51.50927, -2.55989"
206770,dd8003304ea1ce5ccdc3a15719ba494aacb87245a3b21972e81f489edf19d27a,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, as built","Pitched, no insulation (assumed)",Good,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,D,D,3.2,3.0,57,3,3,0,56,10002713461,Detached,E01014904,E02003107,51.50997,-2.559928,12612,643,380,109,144,2022-06-17,2022,6,4,1979,South Gloucestershire,"51.50997, -2.559928"
206772,30f393988722e26a2b138c4257f957d74472d3bc410207c26a2877c4d18ab3ea,E06000025,Park home,ECO assessment,Owner occupied,"Park home wall, as built","Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,E,D,3.3,2.3,78,3,3,0,43,10001174768,Detached,E01014904,E02003107,51.50997,-2.559928,12612,643,380,109,144,2021-04-01,2021,4,4,1979,South Gloucestershire,"51.50997, -2.559928"
206777,dd7a203a12275f5fc4feb95cefffff9514c9c8e1f2c8b4b5e6ad1d8370af44ca,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, as built","Pitched, no insulation (assumed)",Good,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,D,D,3.6,3.4,53,3,3,0,67,10002400375,Detached,E01014904,E02003107,51.50997,-2.559928,12612,643,380,109,144,2022-05-04,2022,5,4,1979,South Gloucestershire,"51.50997, -2.559928"
206782,219cbe9016041d92ffc77c648c4b8fe19d08c7bb2af0cc84ac4353078d50f6d9,E06000025,Park home,ECO assessment,Owner occupied,"Park home wall, as built","Flat, insulated (assumed)",Very Good,Average,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,C,C,1.5,1.5,39,3,3,0,39,10002757065,Detached,E01014904,E02003107,51.50901,-2.558721,12612,643,380,109,144,2022-06-08,2022,6,4,1999,South Gloucestershire,"51.50901, -2.558721"
206785,85c91d159a9cf5db353f82720177d1ccc59d37b523c054c1cce548c65afb681b,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, as built","Pitched, no insulation (assumed)",Good,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,E,D,3.1,2.7,74,2,2,0,43,10002794717,Detached,E01014904,E02003107,51.50901,-2.558721,12612,643,380,109,144,2022-04-20,2022,4,4,1979,South Gloucestershire,"51.50901, -2.558721"
206789,7f7ee7ed97d8008ae86c9016cb30d254d75fe91ff81281e9a7c0315673cd3a79,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, as built","Pitched, no insulation (assumed)",Good,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,D,D,2.4,2.3,57,3,3,0,41,10002815729,Detached,E01014904,E02003107,51.50901,-2.558721,12612,643,380,109,144,2022-05-04,2022,5,4,1979,South Gloucestershire,"51.50901, -2.558721"
206791,5dd6649b451bb9260a03f2b8b308f44fbc704a7597e74e65aa133a6e05685714,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, as built","Pitched, no insulation (assumed)",Good,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,D,D,2.7,2.3,70,2,2,0,39,10002679681,Detached,E01014904,E02003107,51.50901,-2.558721,12612,643,380,109,144,2022-04-21,2022,4,4,1979,South Gloucestershire,"51.50901, -2.558721"
206792,ffce371a24e6ee753d39a6c1c11176e8b24073bc4ef2a60ebdaa6bf32eea559c,E06000025,Park home,ECO assessment,Owner occupied,"Park home wall, as built","Flat, insulated (assumed)",Very Good,Average,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,C,C,1.9,1.9,33,4,4,0,57,10002680683,Detached,E01014904,E02003107,51.50901,-2.558721,12612,643,380,109,144,2022-06-08,2022,6,4,1999,South Gloucestershire,"51.50901, -2.558721"
130508,1509503649062017011114063969368633,E06000023,Park home,none of the above,Social rented,"Park home wall, as built","Pitched, 250 mm loft insulation",Average,Good,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,D,C,2.3,2.0,38,4,4,,60,3626439478,Detached,E01014501,E02003052,51.43195,-2.628078,7041,889,582,212,93,2017-01-11,2017,1,3,1999,"Bristol, City of","51.43195, -2.628078"
223651,2c44fb4037698748cb9dbe0b0dc549380b46aa9a958d26ff4a104a4f12188feb,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, limited insulation (assumed)",Good,Poor,"Boiler and radiators, LPG",Very Poor,Good,bottled LPG,N,England and Wales: 1983-1990,F,E,1.9,1.7,59,2,2,0,33,10001893834,Detached,E01014972,E02003118,51.45396,-2.478505,24052,711,576,61,71,2021-12-23,2021,12,8,1986,South Gloucestershire,"51.45396, -2.478505"
213462,1762241199722019103116241777798801,E06000025,Park home,marketed sale,Owner occupied,"Park home wall, as built","Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,E,D,2.6,1.8,87,2,2,,31,761947678,Detached,E01014902,E02003109,51.49784,-2.512802,32422,532,504,2,25,2019-10-31,2019,10,10,1979,South Gloucestershire,"51.49784, -2.512802"
213465,1643718699062018070408450208548518,E06000025,Park home,marketed sale,Owner occupied,"Park home wall, as built","Pitched, limited insulation (assumed)",Poor,Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1983-1990,D,C,1.8,1.2,80,2,2,,22,1078988578,Detached,E01014902,E02003109,51.49784,-2.512802,32422,532,504,2,25,2018-07-04,2018,7,10,1986,South Gloucestershire,"51.49784, -2.512802"
256712,c674a4bb92b4d9b2b52cb5744118b7dd2d9532d8e3dc0207452329ad031c2e26,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, as built","Pitched, limited insulation (assumed)",Poor,Poor,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1983-1990,F,E,4.0,3.0,50,3,3,0,81,10005786776,Detached,E01014891,E02003113,51.51216,-2.419022,12691,696,444,41,211,2024-03-19,2024,3,4,1986,South Gloucestershire,"51.51216, -2.419022"
328303,741073fc0b6852cfcdfa06bcf943a4d990460e187122355fa3ec6527390a3f48,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, no insulation (assumed)",Good,Very Poor,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1976-1982,E,E,2.2,2.1,62,2,2,0,35,10002686800,Detached,E01014739,E02003075,51.39142,-2.709545,25523,640,518,41,77,2022-06-10,2022,6,8,1979,North Somerset,"51.39142, -2.709545"
328304,db5e0543b608155deeec203f421f3093e3425d275ae3299ddf1440971bdbef52,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, limited insulation (assumed)",Good,Poor,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1983-1990,D,D,1.7,1.6,47,3,3,0,36,10002650980,Detached,E01014739,E02003075,51.39142,-2.709545,25523,640,518,41,77,2022-06-26,2022,6,8,1986,North Somerset,"51.39142, -2.709545"
328308,b3da6f4b2a9349c483835e0d7cbd4263899f0e19eb2c37559067f7474708f6eb,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, limited insulation (assumed)",Good,Poor,"Boiler and radiators, LPG",Very Poor,Average,LPG (not community),N,England and Wales: 1983-1990,F,D,2.5,1.6,65,3,3,0,38,10002836589,Detached,E01014739,E02003075,51.39142,-2.709545,25523,640,518,41,77,2022-06-26,2022,6,8,1986,North Somerset,"51.39142, -2.709545"
328310,63c8f47141f732556d1b5695e6b296137a0e90e24dc429de2ef5dd7d97aa3dae,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, limited insulation (assumed)",Good,Poor,"Boiler and radiators, oil",Average,Average,oil (not community),N,England and Wales: 1983-1990,D,D,3.4,2.8,59,3,3,0,57,10002551972,Detached,E01014739,E02003075,51.39142,-2.709545,25523,640,518,41,77,2022-06-09,2022,6,8,1986,North Somerset,"51.39142, -2.709545"
328311,198aa5071874361e57a5efba48e00de2f8d838e285d0f386f195f1e5fa46ddc1,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, insulated (assumed)",Good,Average,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1996-2002,D,D,1.8,1.7,46,3,3,0,38,10002593214,Detached,E01014739,E02003075,51.39142,-2.709545,25523,640,518,41,77,2022-06-09,2022,6,8,1999,North Somerset,"51.39142, -2.709545"
329035,1557331153352017070512591097030159,E06000024,Park home,rental (private),Private rented,"Park home wall, as built","Pitched, limited insulation (assumed)",Poor,Poor,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1983-1990,E,E,3.0,2.4,48,4,4,,63,1919372578,Detached,E01014773,E02003078,51.37174,-2.873896,23422,671,528,6,137,2017-07-05,2017,7,8,1986,North Somerset,"51.37174, -2.873896"
261564,1289121049022015030318154063778295,E06000025,Park home,assessment for green deal,Owner occupied,"Park home wall, as built","Pitched, 100 mm loft insulation",Average,Average,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,D,C,3.0,2.1,43,4,4,,70,9634473378,Detached,E01014954,E02003094,51.56675,-2.664041,23288,688,526,49,111,2015-03-03,2015,3,8,1999,South Gloucestershire,"51.56675, -2.664041"
262098,8d6773c38fee67e4582155660b5ce692edd5f9e7be53465ae80a5469a01a0075,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, insulated (assumed)",Good,Average,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,D,D,1.6,1.6,50,2,2,0,33,10002233898,Detached,E01014904,E02003107,51.50827,-2.558583,12612,643,380,109,144,2022-03-15,2022,3,4,1999,South Gloucestershire,"51.50827, -2.558583"
264041,10f7f1f6ca87315c714fca573a86bc49e26590408c92a09dfafef724d3f2dfe6,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, as built","Pitched, no insulation (assumed)",Good,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,D,D,3.8,3.5,51,3,3,0,74,10002372077,Detached,E01014904,E02003107,51.50997,-2.559928,12612,643,380,109,144,2022-05-19,2022,5,4,1979,South Gloucestershire,"51.50997, -2.559928"
255986,5335eb1aaf56ca82d72d23b37b6ff2fff028bde33f4363a30bba057e54fe410c,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, as built","Pitched, limited insulation (assumed)",Very Good,Poor,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1983-1990,E,E,3.3,3.2,38,4,4,0,87,10004641846,Detached,E01014994,E02003108,51.51805,-2.462788,15881,802,639,72,81,2023-07-06,2023,7,5,1986,South Gloucestershire,"51.51805, -2.462788"
256649,1529983758252017032218144397230753,E06000025,Park home,ECO assessment,Owner occupied,"Park home wall, as built","Pitched, limited insulation (assumed)",Poor,Poor,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1983-1990,F,E,3.7,2.8,59,4,4,,63,7323870578,Detached,E01035218,E02003108,51.48182,-2.45669,20926,680,481,115,44,2017-03-22,2017,3,7,1986,South Gloucestershire,"51.48182, -2.45669"
256780,8588844ae23501067fbaa44c9c6f9febe0aec9bf4ba9c010a47265184900d347,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, as built","Pitched, no insulation (assumed)",Good,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,D,D,3.4,2.8,54,3,3,0,62,10002113187,Detached,E01014904,E02003107,51.50827,-2.558583,12612,643,380,109,144,2022-03-23,2022,3,4,1979,South Gloucestershire,"51.50827, -2.558583"
257142,361b1266d2057aedf1ba77fa8e8d09f13a4f838c2fd92686f2659e22f47707e9,E06000025,Park home,ECO assessment,Owner occupied,"Park home wall, with external insulation","Pitched, 350 mm loft insulation",Average,Very Good,"Boiler and radiators, LPG",Very Poor,Good,bottled LPG,N,England and Wales: 1996-2002,F,E,2.8,2.5,44,3,3,0,63,10004570109,Detached,E01014994,E02003108,51.51805,-2.462788,15881,802,639,72,81,2023-06-27,2023,6,5,1999,South Gloucestershire,"51.51805, -2.462788"
259443,1284247099922015021916141983468285,E06000025,Park home,assessment for green deal,Owner occupied,"Park home wall, as built","Pitched, 50 mm loft insulation",Average,Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,D,C,2.5,1.8,47,3,3,,54,8839933378,Detached,E01014954,E02003094,51.56675,-2.664041,23288,688,526,49,111,2015-02-19,2015,2,8,1999,South Gloucestershire,"51.56675, -2.664041"
261451,f6bf87036bd5a04c939a2f7743a381f5ef6e6b66d45fbd3a57162c2cb57efd60,E06000025,Park home,ECO assessment,Owner occupied,"Park home wall, with external insulation","Flat, limited insulation",Very Good,Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1983-1990,C,C,2.6,2.6,34,3,3,0,75,10002307711,Detached,E01014954,E02003094,51.56675,-2.664041,23288,688,526,49,111,2022-03-10,2022,3,8,1986,South Gloucestershire,"51.56675, -2.664041"
261455,1340419693532015070616441583078507,E06000025,Park home,assessment for green deal,Owner occupied,"Park home wall, as built","Pitched, 50 mm loft insulation",Average,Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1996-2002,D,D,3.8,2.9,48,3,3,,78,9773537378,Detached,E01014954,E02003094,51.56675,-2.664041,23288,688,526,49,111,2015-07-06,2015,7,8,1999,South Gloucestershire,"51.56675, -2.664041"
242195,4c7ff9af3ee231590818e3e0ec8d8c08c8d24022737ecdc1fedd79356255f9c5,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, as built","Pitched, limited insulation (assumed)",Poor,Poor,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1983-1990,F,E,3.1,2.3,56,4,4,0,55,10005636094,Detached,E01014994,E02003108,51.51805,-2.462788,15881,802,639,72,81,2024-02-12,2024,2,5,1986,South Gloucestershire,"51.51805, -2.462788"
261798,5a0777b2af5d6e403c4a154a3c2408bde5e90bdc60441dbc9538da7e07a66919,E06000025,Park home,ECO assessment,Owner occupied,"Park home wall, with external insulation","Pitched, 300 mm loft insulation",Very Good,Very Good,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1983-1990,C,C,2.4,2.2,35,4,4,0,71,10002103977,Detached,E01014879,E02003098,51.5458,-2.563252,32408,754,592,4,157,2022-05-05,2022,5,10,1986,South Gloucestershire,"51.5458, -2.563252"
242456,45ca754bf559b018b1c08ad6d36a1cb0d56bfbe27196a1a5e752f4220ca3fe25,E06000025,Park home,ECO assessment,Owner occupied,"Park home wall, with external insulation","Pitched, insulated (assumed)",Average,Average,"Boiler and radiators, LPG",Very Poor,Good,bottled LPG,N,England and Wales: 1996-2002,F,F,3.1,2.8,49,3,3,0,63,10004560009,Detached,E01014994,E02003108,51.51805,-2.462788,15881,802,639,72,81,2023-06-27,2023,6,5,1999,South Gloucestershire,"51.51805, -2.462788"
242457,a440c9c594bc34fc73364b2a97e9285cbe8a89b9794c6c961a206cc5766cdd4d,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, as built","Pitched, 150 mm loft insulation",Poor,Good,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1983-1990,F,E,4.0,2.8,53,3,3,0,75,10005595945,Detached,E01014994,E02003108,51.51805,-2.462788,15881,802,639,72,81,2024-02-14,2024,2,5,1986,South Gloucestershire,"51.51805, -2.462788"
265088,041f899808457507c61dda3b9542efad65a466d7fccdf30d04b67aad72dc6c17,E06000025,Park home,ECO assessment,Owner occupied,"Park home wall, with external insulation","Flat, limited insulation (assumed)",Very Good,Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1983-1990,D,C,2.5,2.2,44,3,3,0,57,10002482598,Detached,E01014879,E02003098,51.54662,-2.561113,32408,754,592,4,157,2022-03-07,2022,3,10,1986,South Gloucestershire,"51.54662, -2.561113"
242192,c57c20fd47986548f43b845281c6bb318f112370fbc9a47e6e090bf43bdd3ce1,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, limited insulation (assumed)",Very Good,Poor,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1983-1990,E,D,2.4,1.9,52,3,3,0,46,10005012759,Detached,E01014994,E02003108,51.51805,-2.462788,15881,802,639,72,81,2024-03-26,2024,3,5,1986,South Gloucestershire,"51.51805, -2.462788"
242193,202658c728d6fc975f582729ff596e398f40a378a00918dc2629b75e66cf8ce4,E06000025,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, limited insulation (assumed)",Very Good,Poor,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1983-1990,E,E,2.4,2.4,42,3,3,0,57,10005013876,Detached,E01014994,E02003108,51.51805,-2.462788,15881,802,639,72,81,2023-12-01,2023,12,5,1986,South Gloucestershire,"51.51805, -2.462788"
235233,f2f71936ebe9bad1069cc7990b66853ff7aca92991525d6a6d46ff73fc14b589,E06000025,Park home,ECO assessment,Owner occupied,"Park home wall, with external insulation","Pitched, no insulation (assumed)",Very Good,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,D,D,2.4,2.1,62,3,3,0,39,10001745118,Detached,E01014879,E02003098,51.5458,-2.563252,32408,754,592,4,157,2021-12-06,2021,12,10,1979,South Gloucestershire,"51.5458, -2.563252"
235237,f7bcaf5d967edabafafd8f9033915049d438993bb9a760e7f45c1da14d9d1920,E06000025,Park home,ECO assessment,Owner occupied,"Park home wall, with external insulation","Flat, no insulation (assumed)",Very Good,Very Poor,"Room heaters, wood logs",Poor,Very Good,wood logs,N,England and Wales: 1976-1982,E,D,1.0,0.8,30,3,2,0,35,10001885098,Detached,E01014879,E02003098,51.5458,-2.563252,32408,754,592,4,157,2021-12-06,2021,12,10,1979,South Gloucestershire,"51.5458, -2.563252"
235243,42101209bedb8daf9aee54b635b64e8ade962f50e6ba1a63ceb1cb7f00a3a68f,E06000025,Park home,ECO assessment,Owner occupied,"Park home wall, with external insulation","Flat, limited insulation (assumed)",Very Good,Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1983-1990,D,C,1.8,1.6,44,3,3,0,40,10002207563,Detached,E01014879,E02003098,51.54659,-2.562946,32408,754,592,4,157,2022-03-07,2022,3,10,1986,South Gloucestershire,"51.54659, -2.562946"
328305,a62ab2fce3a21dedbeec8cd5a95c8df07ad42bc2c7d67aab670f220948457e04,E06000024,Park home,not sale or rental,Owner occupied,"Park home wall, with external insulation","Pitched, 100 mm loft insulation",Good,Average,"Boiler and radiators, LPG",Poor,Good,LPG (not community),N,England and Wales: 1996-2002,E,D,1.9,1.5,50,3,3,0,39,10002833748,Detached,E01014739,E02003075,51.39142,-2.709545,25523,640,518,41,77,2022-06-10,2022,6,8,1999,North Somerset,"51.39142, -2.709545"
328306,1753278849222019092420383696578911,E06000024,Park home,marketed sale,Owner occupied,"Park home wall, as built","Pitched, insulated (assumed)",Good,Good,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 2007 onwards,C,C,1.7,1.7,44,3,3,,38,1996486678,Detached,E01014739,E02003075,51.39142,-2.709545,25523,640,518,41,77,2019-09-24,2019,9,8,2007,North Somerset,"51.39142, -2.709545"
304233,1418354619222016031619222662418226,E06000024,Park home,ECO assessment,Owner occupied,"Park home wall, as built","Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,F,D,5.0,2.8,100,3,3,,50,2605192478,Detached,E01014762,E02003074,51.42622,-2.864042,29114,626,541,5,79,2016-03-16,2016,3,9,1979,North Somerset,"51.42622, -2.864042"
235230,a863e4db402b5cb06db8467275dd48666a28c4a18e2c07a36ed2e0df9d76ce55,E06000025,Park home,ECO assessment,Owner occupied,"Park home wall, as built","Pitched, no insulation (assumed)",Very Poor,Very Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1976-1982,D,D,2.6,1.8,85,2,2,0,31,10004426420,Detached,E01014879,E02003098,51.54643,-2.56254,32408,754,592,4,157,2023-05-31,2023,5,10,1979,South Gloucestershire,"51.54643, -2.56254"
235231,cb3993bbfc04e2088c7aa802e7d47c18094f6a4652474d06d7620aef3e4d74e4,E06000025,Park home,ECO assessment,Owner occupied,"Park home wall, with external insulation","Flat, limited insulation (assumed)",Very Good,Poor,"Boiler and radiators, mains gas",Good,Good,mains gas (not community),N,England and Wales: 1983-1990,C,C,1.6,1.5,42,3,3,0,39,10002387910,Detached,E01014879,E02003098,51.54643,-2.56254,32408,754,592,4,157,2022-03-06,2022,3,10,1986,South Gloucestershire,"51.54643, -2.56254"
